BF2_CumVerse,BF2_BCV,BF2_BookIndex,BF2_BookName,BF2_Chapter,BF2_Verse,,,VF1_CumVerse,VF1_BCV,VF1_BookIndex,VF1_BookName,VF1_Chapter,VF1_Verse
6544,2 Thessalonians 3:11,14,2 Thessalonians,3,11,,,4161,Acts 10:47,5,Acts,10,47
6540,2 Thessalonians 3:7,14,2 Thessalonians,3,7,,,3966,Acts 6:10,5,Acts,6,10
6505,2 Thessalonians 1:1,14,2 Thessalonians,1,1,,,4011,Acts 7:40,5,Acts,7,40
6531,2 Thessalonians 2:15,14,2 Thessalonians,2,15,,,3870,Acts 3:19,5,Acts,3,19
6507,2 Thessalonians 1:3,14,2 Thessalonians,1,3,,,4689,Acts 26:11,5,Acts,26,11
6507,2 Thessalonians 1:3,14,2 Thessalonians,1,3,,,4246,Acts 13:29,5,Acts,13,29
6550,2 Thessalonians 3:17,14,2 Thessalonians,3,17,,,4157,Acts 10:43,5,Acts,10,43
6531,2 Thessalonians 2:15,14,2 Thessalonians,2,15,,,3903,Acts 4:26,5,Acts,4,26
6531,2 Thessalonians 2:15,14,2 Thessalonians,2,15,,,4604,Acts 23:15,5,Acts,23,15
6512,2 Thessalonians 1:8,14,2 Thessalonians,1,8,,,4286,Acts 14:17,5,Acts,14,17
6516,2 Thessalonians 1:12,14,2 Thessalonians,1,12,,,3895,Acts 4:18,5,Acts,4,18
6511,2 Thessalonians 1:7,14,2 Thessalonians,1,7,,,4093,Acts 9:22,5,Acts,9,22
6536,2 Thessalonians 3:3,14,2 Thessalonians,3,3,,,4012,Acts 7:41,5,Acts,7,41
6531,2 Thessalonians 2:15,14,2 Thessalonians,2,15,,,4241,Acts 13:24,5,Acts,13,24
6546,2 Thessalonians 3:13,14,2 Thessalonians,3,13,,,4777,Acts 28:23,5,Acts,28,23
6529,2 Thessalonians 2:13,14,2 Thessalonians,2,13,,,3955,Acts 5:41,5,Acts,5,41
6508,2 Thessalonians 1:4,14,2 Thessalonians,1,4,,,3966,Acts 6:10,5,Acts,6,10
6535,2 Thessalonians 3:2,14,2 Thessalonians,3,2,,,4254,Acts 13:37,5,Acts,13,37
6534,2 Thessalonians 3:1,14,2 Thessalonians,3,1,,,3911,Acts 4:34,5,Acts,4,34
6551,2 Thessalonians 3:18,14,2 Thessalonians,3,18,,,4137,Acts 10:23,5,Acts,10,23
6543,2 Thessalonians 3:10,14,2 Thessalonians,3,10,,,4712,Acts 27:2,5,Acts,27,2
6511,2 Thessalonians 1:7,14,2 Thessalonians,1,7,,,4640,Acts 24:16,5,Acts,24,16
6531,2 Thessalonians 2:15,14,2 Thessalonians,2,15,,,4505,Acts 20:24,5,Acts,20,24
6520,2 Thessalonians 2:4,14,2 Thessalonians,2,4,,,4538,Acts 21:19,5,Acts,21,19
6532,2 Thessalonians 2:16,14,2 Thessalonians,2,16,,,4290,Acts 14:21,5,Acts,14,21
6514,2 Thessalonians 1:10,14,2 Thessalonians,1,10,,,4019,Acts 7:48,5,Acts,7,48
6510,2 Thessalonians 1:6,14,2 Thessalonians,1,6,,,4229,Acts 13:12,5,Acts,13,12
6525,2 Thessalonians 2:9,14,2 Thessalonians,2,9,,,4209,Acts 12:17,5,Acts,12,17
6516,2 Thessalonians 1:12,14,2 Thessalonians,1,12,,,3919,Acts 5:5,5,Acts,5,5
6517,2 Thessalonians 2:1,14,2 Thessalonians,2,1,,,4408,Acts 17:30,5,Acts,17,30
6526,2 Thessalonians 2:10,14,2 Thessalonians,2,10,,,4150,Acts 10:36,5,Acts,10,36
6550,2 Thessalonians 3:17,14,2 Thessalonians,3,17,,,4648,Acts 24:24,5,Acts,24,24
6508,2 Thessalonians 1:4,14,2 Thessalonians,1,4,,,4728,Acts 27:18,5,Acts,27,18
6532,2 Thessalonians 2:16,14,2 Thessalonians,2,16,,,4702,Acts 26:24,5,Acts,26,24
6507,2 Thessalonians 1:3,14,2 Thessalonians,1,3,,,4543,Acts 21:24,5,Acts,21,24
6522,2 Thessalonians 2:6,14,2 Thessalonians,2,6,,,3962,Acts 6:6,5,Acts,6,6
6505,2 Thessalonians 1:1,14,2 Thessalonians,1,1,,,4009,Acts 7:38,5,Acts,7,38
6534,2 Thessalonians 3:1,14,2 Thessalonians,3,1,,,4279,Acts 14:10,5,Acts,14,10
6518,2 Thessalonians 2:2,14,2 Thessalonians,2,2,,,3926,Acts 5:12,5,Acts,5,12
6527,2 Thessalonians 2:11,14,2 Thessalonians,2,11,,,4252,Acts 13:35,5,Acts,13,35
6547,2 Thessalonians 3:14,14,2 Thessalonians,3,14,,,4320,Acts 15:23,5,Acts,15,23
6539,2 Thessalonians 3:6,14,2 Thessalonians,3,6,,,3999,Acts 7:28,5,Acts,7,28
6519,2 Thessalonians 2:3,14,2 Thessalonians,2,3,,,3906,Acts 4:29,5,Acts,4,29
6524,2 Thessalonians 2:8,14,2 Thessalonians,2,8,,,3820,Acts 2:16,5,Acts,2,16
6524,2 Thessalonians 2:8,14,2 Thessalonians,2,8,,,4725,Acts 27:15,5,Acts,27,15
6546,2 Thessalonians 3:13,14,2 Thessalonians,3,13,,,4123,Acts 10:9,5,Acts,10,9
6515,2 Thessalonians 1:11,14,2 Thessalonians,1,11,,,4210,Acts 12:18,5,Acts,12,18
6517,2 Thessalonians 2:1,14,2 Thessalonians,2,1,,,3953,Acts 5:39,5,Acts,5,39
6540,2 Thessalonians 3:7,14,2 Thessalonians,3,7,,,4204,Acts 12:12,5,Acts,12,12
6511,2 Thessalonians 1:7,14,2 Thessalonians,1,7,,,4182,Acts 11:20,5,Acts,11,20
6533,2 Thessalonians 2:17,14,2 Thessalonians,2,17,,,4033,Acts 8:2,5,Acts,8,2
6549,2 Thessalonians 3:16,14,2 Thessalonians,3,16,,,4250,Acts 13:33,5,Acts,13,33
6536,2 Thessalonians 3:3,14,2 Thessalonians,3,3,,,4181,Acts 11:19,5,Acts,11,19
6513,2 Thessalonians 1:9,14,2 Thessalonians,1,9,,,4640,Acts 24:16,5,Acts,24,16
6543,2 Thessalonians 3:10,14,2 Thessalonians,3,10,,,3906,Acts 4:29,5,Acts,4,29
6547,2 Thessalonians 3:14,14,2 Thessalonians,3,14,,,4504,Acts 20:23,5,Acts,20,23
6514,2 Thessalonians 1:10,14,2 Thessalonians,1,10,,,4351,Acts 16:13,5,Acts,16,13
6545,2 Thessalonians 3:12,14,2 Thessalonians,3,12,,,4551,Acts 21:32,5,Acts,21,32
6539,2 Thessalonians 3:6,14,2 Thessalonians,3,6,,,4386,Acts 17:8,5,Acts,17,8
6508,2 Thessalonians 1:4,14,2 Thessalonians,1,4,,,4267,Acts 13:50,5,Acts,13,50
6529,2 Thessalonians 2:13,14,2 Thessalonians,2,13,,,3834,Acts 2:30,5,Acts,2,30
6505,2 Thessalonians 1:1,14,2 Thessalonians,1,1,,,4191,Acts 11:29,5,Acts,11,29
6511,2 Thessalonians 1:7,14,2 Thessalonians,1,7,,,4418,Acts 18:6,5,Acts,18,6
6548,2 Thessalonians 3:15,14,2 Thessalonians,3,15,,,3833,Acts 2:29,5,Acts,2,29
6519,2 Thessalonians 2:3,14,2 Thessalonians,2,3,,,4009,Acts 7:38,5,Acts,7,38
6549,2 Thessalonians 3:16,14,2 Thessalonians,3,16,,,4389,Acts 17:11,5,Acts,17,11
6505,2 Thessalonians 1:1,14,2 Thessalonians,1,1,,,3978,Acts 7:7,5,Acts,7,7
6511,2 Thessalonians 1:7,14,2 Thessalonians,1,7,,,4694,Acts 26:16,5,Acts,26,16
6529,2 Thessalonians 2:13,14,2 Thessalonians,2,13,,,4326,Acts 15:29,5,Acts,15,29
6532,2 Thessalonians 2:16,14,2 Thessalonians,2,16,,,4578,Acts 22:19,5,Acts,22,19
6513,2 Thessalonians 1:9,14,2 Thessalonians,1,9,,,4162,Acts 10:48,5,Acts,10,48
6509,2 Thessalonians 1:5,14,2 Thessalonians,1,5,,,4651,Acts 24:27,5,Acts,24,27
6544,2 Thessalonians 3:11,14,2 Thessalonians,3,11,,,3821,Acts 2:17,5,Acts,2,17
6526,2 Thessalonians 2:10,14,2 Thessalonians,2,10,,,4194,Acts 12:2,5,Acts,12,2
6515,2 Thessalonians 1:11,14,2 Thessalonians,1,11,,,4651,Acts 24:27,5,Acts,24,27
6513,2 Thessalonians 1:9,14,2 Thessalonians,1,9,,,3953,Acts 5:39,5,Acts,5,39
6506,2 Thessalonians 1:2,14,2 Thessalonians,1,2,,,4000,Acts 7:29,5,Acts,7,29
6536,2 Thessalonians 3:3,14,2 Thessalonians,3,3,,,4200,Acts 12:8,5,Acts,12,8
6522,2 Thessalonians 2:6,14,2 Thessalonians,2,6,,,4460,Acts 19:20,5,Acts,19,20
6551,2 Thessalonians 3:18,14,2 Thessalonians,3,18,,,4089,Acts 9:18,5,Acts,9,18
6537,2 Thessalonians 3:4,14,2 Thessalonians,3,4,,,4286,Acts 14:17,5,Acts,14,17
6524,2 Thessalonians 2:8,14,2 Thessalonians,2,8,,,4144,Acts 10:30,5,Acts,10,30
6525,2 Thessalonians 2:9,14,2 Thessalonians,2,9,,,4471,Acts 19:31,5,Acts,19,31
6509,2 Thessalonians 1:5,14,2 Thessalonians,1,5,,,4245,Acts 13:28,5,Acts,13,28
6508,2 Thessalonians 1:4,14,2 Thessalonians,1,4,,,4457,Acts 19:17,5,Acts,19,17
6526,2 Thessalonians 2:10,14,2 Thessalonians,2,10,,,3840,Acts 2:36,5,Acts,2,36
6505,2 Thessalonians 1:1,14,2 Thessalonians,1,1,,,4528,Acts 21:9,5,Acts,21,9
6529,2 Thessalonians 2:13,14,2 Thessalonians,2,13,,,4412,Acts 17:34,5,Acts,17,34
6506,2 Thessalonians 1:2,14,2 Thessalonians,1,2,,,3881,Acts 4:4,5,Acts,4,4
6521,2 Thessalonians 2:5,14,2 Thessalonians,2,5,,,4361,Acts 16:23,5,Acts,16,23
6520,2 Thessalonians 2:4,14,2 Thessalonians,2,4,,,4461,Acts 19:21,5,Acts,19,21
6547,2 Thessalonians 3:14,14,2 Thessalonians,3,14,,,3872,Acts 3:21,5,Acts,3,21
6521,2 Thessalonians 2:5,14,2 Thessalonians,2,5,,,4067,Acts 8:36,5,Acts,8,36
6518,2 Thessalonians 2:2,14,2 Thessalonians,2,2,,,4060,Acts 8:29,5,Acts,8,29
6531,2 Thessalonians 2:15,14,2 Thessalonians,2,15,,,4487,Acts 20:6,5,Acts,20,6
6537,2 Thessalonians 3:4,14,2 Thessalonians,3,4,,,4256,Acts 13:39,5,Acts,13,39
6518,2 Thessalonians 2:2,14,2 Thessalonians,2,2,,,4406,Acts 17:28,5,Acts,17,28
6527,2 Thessalonians 2:11,14,2 Thessalonians,2,11,,,3830,Acts 2:26,5,Acts,2,26
6548,2 Thessalonians 3:15,14,2 Thessalonians,3,15,,,4268,Acts 13:51,5,Acts,13,51
6514,2 Thessalonians 1:10,14,2 Thessalonians,1,10,,,4560,Acts 22:1,5,Acts,22,1
6515,2 Thessalonians 1:11,14,2 Thessalonians,1,11,,,4009,Acts 7:38,5,Acts,7,38
6545,2 Thessalonians 3:12,14,2 Thessalonians,3,12,,,4416,Acts 18:4,5,Acts,18,4
6547,2 Thessalonians 3:14,14,2 Thessalonians,3,14,,,4417,Acts 18:5,5,Acts,18,5
6516,2 Thessalonians 1:12,14,2 Thessalonians,1,12,,,4107,Acts 9:36,5,Acts,9,36
6532,2 Thessalonians 2:16,14,2 Thessalonians,2,16,,,4596,Acts 23:7,5,Acts,23,7
6544,2 Thessalonians 3:11,14,2 Thessalonians,3,11,,,3793,Acts 1:15,5,Acts,1,15
6528,2 Thessalonians 2:12,14,2 Thessalonians,2,12,,,4052,Acts 8:21,5,Acts,8,21
6540,2 Thessalonians 3:7,14,2 Thessalonians,3,7,,,4274,Acts 14:5,5,Acts,14,5
6514,2 Thessalonians 1:10,14,2 Thessalonians,1,10,,,4373,Acts 16:35,5,Acts,16,35
6551,2 Thessalonians 3:18,14,2 Thessalonians,3,18,,,4022,Acts 7:51,5,Acts,7,51
6544,2 Thessalonians 3:11,14,2 Thessalonians,3,11,,,3933,Acts 5:19,5,Acts,5,19
6507,2 Thessalonians 1:3,14,2 Thessalonians,1,3,,,4446,Acts 19:6,5,Acts,19,6
6523,2 Thessalonians 2:7,14,2 Thessalonians,2,7,,,4133,Acts 10:19,5,Acts,10,19
6510,2 Thessalonians 1:6,14,2 Thessalonians,1,6,,,4144,Acts 10:30,5,Acts,10,30
6523,2 Thessalonians 2:7,14,2 Thessalonians,2,7,,,3837,Acts 2:33,5,Acts,2,33
6510,2 Thessalonians 1:6,14,2 Thessalonians,1,6,,,3788,Acts 1:10,5,Acts,1,10
6514,2 Thessalonians 1:10,14,2 Thessalonians,1,10,,,4308,Acts 15:11,5,Acts,15,11
6534,2 Thessalonians 3:1,14,2 Thessalonians,3,1,,,4224,Acts 13:7,5,Acts,13,7
6511,2 Thessalonians 1:7,14,2 Thessalonians,1,7,,,4562,Acts 22:3,5,Acts,22,3
6539,2 Thessalonians 3:6,14,2 Thessalonians,3,6,,,4679,Acts 26:1,5,Acts,26,1
6533,2 Thessalonians 2:17,14,2 Thessalonians,2,17,,,4568,Acts 22:9,5,Acts,22,9
6546,2 Thessalonians 3:13,14,2 Thessalonians,3,13,,,4319,Acts 15:22,5,Acts,15,22
6543,2 Thessalonians 3:10,14,2 Thessalonians,3,10,,,4423,Acts 18:11,5,Acts,18,11
6544,2 Thessalonians 3:11,14,2 Thessalonians,3,11,,,4290,Acts 14:21,5,Acts,14,21
6550,2 Thessalonians 3:17,14,2 Thessalonians,3,17,,,4321,Acts 15:24,5,Acts,15,24
6522,2 Thessalonians 2:6,14,2 Thessalonians,2,6,,,4460,Acts 19:20,5,Acts,19,20
6540,2 Thessalonians 3:7,14,2 Thessalonians,3,7,,,3838,Acts 2:34,5,Acts,2,34
6512,2 Thessalonians 1:8,14,2 Thessalonians,1,8,,,4501,Acts 20:20,5,Acts,20,20
6532,2 Thessalonians 2:16,14,2 Thessalonians,2,16,,,4300,Acts 15:3,5,Acts,15,3
6513,2 Thessalonians 1:9,14,2 Thessalonians,1,9,,,4367,Acts 16:29,5,Acts,16,29
6539,2 Thessalonians 3:6,14,2 Thessalonians,3,6,,,4373,Acts 16:35,5,Acts,16,35
6544,2 Thessalonians 3:11,14,2 Thessalonians,3,11,,,3815,Acts 2:11,5,Acts,2,11
6506,2 Thessalonians 1:2,14,2 Thessalonians,1,2,,,3999,Acts 7:28,5,Acts,7,28
6532,2 Thessalonians 2:16,14,2 Thessalonians,2,16,,,4677,Acts 25:26,5,Acts,25,26
6506,2 Thessalonians 1:2,14,2 Thessalonians,1,2,,,4196,Acts 12:4,5,Acts,12,4
6525,2 Thessalonians 2:9,14,2 Thessalonians,2,9,,,4085,Acts 9:14,5,Acts,9,14
6535,2 Thessalonians 3:2,14,2 Thessalonians,3,2,,,4764,Acts 28:10,5,Acts,28,10
6517,2 Thessalonians 2:1,14,2 Thessalonians,2,1,,,3875,Acts 3:24,5,Acts,3,24
6541,2 Thessalonians 3:8,14,2 Thessalonians,3,8,,,4632,Acts 24:8,5,Acts,24,8
6537,2 Thessalonians 3:4,14,2 Thessalonians,3,4,,,4542,Acts 21:23,5,Acts,21,23
6525,2 Thessalonians 2:9,14,2 Thessalonians,2,9,,,3941,Acts 5:27,5,Acts,5,27
6525,2 Thessalonians 2:9,14,2 Thessalonians,2,9,,,4745,Acts 27:35,5,Acts,27,35
6511,2 Thessalonians 1:7,14,2 Thessalonians,1,7,,,4207,Acts 12:15,5,Acts,12,15
6510,2 Thessalonians 1:6,14,2 Thessalonians,1,6,,,4100,Acts 9:29,5,Acts,9,29
6539,2 Thessalonians 3:6,14,2 Thessalonians,3,6,,,4644,Acts 24:20,5,Acts,24,20
6507,2 Thessalonians 1:3,14,2 Thessalonians,1,3,,,4622,Acts 23:33,5,Acts,23,33
6505,2 Thessalonians 1:1,14,2 Thessalonians,1,1,,,4575,Acts 22:16,5,Acts,22,16
6516,2 Thessalonians 1:12,14,2 Thessalonians,1,12,,,4637,Acts 24:13,5,Acts,24,13
6533,2 Thessalonians 2:17,14,2 Thessalonians,2,17,,,4096,Acts 9:25,5,Acts,9,25
6523,2 Thessalonians 2:7,14,2 Thessalonians,2,7,,,4252,Acts 13:35,5,Acts,13,35
6550,2 Thessalonians 3:17,14,2 Thessalonians,3,17,,,4757,Acts 28:3,5,Acts,28,3
6515,2 Thessalonians 1:11,14,2 Thessalonians,1,11,,,4582,Acts 22:23,5,Acts,22,23
6533,2 Thessalonians 2:17,14,2 Thessalonians,2,17,,,4450,Acts 19:10,5,Acts,19,10
6522,2 Thessalonians 2:6,14,2 Thessalonians,2,6,,,4290,Acts 14:21,5,Acts,14,21
6509,2 Thessalonians 1:5,14,2 Thessalonians,1,5,,,4694,Acts 26:16,5,Acts,26,16
6532,2 Thessalonians 2:16,14,2 Thessalonians,2,16,,,3831,Acts 2:27,5,Acts,2,27
6515,2 Thessalonians 1:11,14,2 Thessalonians,1,11,,,4612,Acts 23:23,5,Acts,23,23
6522,2 Thessalonians 2:6,14,2 Thessalonians,2,6,,,3780,Acts 1:2,5,Acts,1,2
6521,2 Thessalonians 2:5,14,2 Thessalonians,2,5,,,4456,Acts 19:16,5,Acts,19,16
6551,2 Thessalonians 3:18,14,2 Thessalonians,3,18,,,4504,Acts 20:23,5,Acts,20,23
6525,2 Thessalonians 2:9,14,2 Thessalonians,2,9,,,4298,Acts 15:1,5,Acts,15,1
6539,2 Thessalonians 3:6,14,2 Thessalonians,3,6,,,4631,Acts 24:7,5,Acts,24,7
6549,2 Thessalonians 3:16,14,2 Thessalonians,3,16,,,4111,Acts 9:40,5,Acts,9,40
6518,2 Thessalonians 2:2,14,2 Thessalonians,2,2,,,4470,Acts 19:30,5,Acts,19,30
6524,2 Thessalonians 2:8,14,2 Thessalonians,2,8,,,4006,Acts 7:35,5,Acts,7,35
6520,2 Thessalonians 2:4,14,2 Thessalonians,2,4,,,4645,Acts 24:21,5,Acts,24,21
6526,2 Thessalonians 2:10,14,2 Thessalonians,2,10,,,4057,Acts 8:26,5,Acts,8,26
6528,2 Thessalonians 2:12,14,2 Thessalonians,2,12,,,4103,Acts 9:32,5,Acts,9,32
6512,2 Thessalonians 1:8,14,2 Thessalonians,1,8,,,4640,Acts 24:16,5,Acts,24,16
6514,2 Thessalonians 1:10,14,2 Thessalonians,1,10,,,4021,Acts 7:50,5,Acts,7,50
6516,2 Thessalonians 1:12,14,2 Thessalonians,1,12,,,4104,Acts 9:33,5,Acts,9,33
6551,2 Thessalonians 3:18,14,2 Thessalonians,3,18,,,3938,Acts 5:24,5,Acts,5,24
6527,2 Thessalonians 2:11,14,2 Thessalonians,2,11,,,4759,Acts 28:5,5,Acts,28,5
6537,2 Thessalonians 3:4,14,2 Thessalonians,3,4,,,4516,Acts 20:35,5,Acts,20,35
6529,2 Thessalonians 2:13,14,2 Thessalonians,2,13,,,3988,Acts 7:17,5,Acts,7,17
6541,2 Thessalonians 3:8,14,2 Thessalonians,3,8,,,4545,Acts 21:26,5,Acts,21,26
6535,2 Thessalonians 3:2,14,2 Thessalonians,3,2,,,4015,Acts 7:44,5,Acts,7,44
6517,2 Thessalonians 2:1,14,2 Thessalonians,2,1,,,4631,Acts 24:7,5,Acts,24,7
6512,2 Thessalonians 1:8,14,2 Thessalonians,1,8,,,4627,Acts 24:3,5,Acts,24,3
6524,2 Thessalonians 2:8,14,2 Thessalonians,2,8,,,4672,Acts 25:21,5,Acts,25,21
6508,2 Thessalonians 1:4,14,2 Thessalonians,1,4,,,4386,Acts 17:8,5,Acts,17,8
6548,2 Thessalonians 3:15,14,2 Thessalonians,3,15,,,4440,Acts 18:28,5,Acts,18,28
6545,2 Thessalonians 3:12,14,2 Thessalonians,3,12,,,4584,Acts 22:25,5,Acts,22,25
6550,2 Thessalonians 3:17,14,2 Thessalonians,3,17,,,4504,Acts 20:23,5,Acts,20,23
6544,2 Thessalonians 3:11,14,2 Thessalonians,3,11,,,3926,Acts 5:12,5,Acts,5,12
6528,2 Thessalonians 2:12,14,2 Thessalonians,2,12,,,3882,Acts 4:5,5,Acts,4,5
6528,2 Thessalonians 2:12,14,2 Thessalonians,2,12,,,4609,Acts 23:20,5,Acts,23,20
6514,2 Thessalonians 1:10,14,2 Thessalonians,1,10,,,4565,Acts 22:6,5,Acts,22,6
6514,2 Thessalonians 1:10,14,2 Thessalonians,1,10,,,3916,Acts 5:2,5,Acts,5,2
6531,2 Thessalonians 2:15,14,2 Thessalonians,2,15,,,4020,Acts 7:49,5,Acts,7,49
6549,2 Thessalonians 3:16,14,2 Thessalonians,3,16,,,3883,Acts 4:6,5,Acts,4,6
6541,2 Thessalonians 3:8,14,2 Thessalonians,3,8,,,4677,Acts 25:26,5,Acts,25,26
6541,2 Thessalonians 3:8,14,2 Thessalonians,3,8,,,4232,Acts 13:15,5,Acts,13,15
6548,2 Thessalonians 3:15,14,2 Thessalonians,3,15,,,4552,Acts 21:33,5,Acts,21,33
6518,2 Thessalonians 2:2,14,2 Thessalonians,2,2,,,4746,Acts 27:36,5,Acts,27,36
6546,2 Thessalonians 3:13,14,2 Thessalonians,3,13,,,4705,Acts 26:27,5,Acts,26,27
6522,2 Thessalonians 2:6,14,2 Thessalonians,2,6,,,4607,Acts 23:18,5,Acts,23,18
6518,2 Thessalonians 2:2,14,2 Thessalonians,2,2,,,4078,Acts 9:7,5,Acts,9,7
6509,2 Thessalonians 1:5,14,2 Thessalonians,1,5,,,4676,Acts 25:25,5,Acts,25,25
6546,2 Thessalonians 3:13,14,2 Thessalonians,3,13,,,4348,Acts 16:10,5,Acts,16,10
6527,2 Thessalonians 2:11,14,2 Thessalonians,2,11,,,4176,Acts 11:14,5,Acts,11,14
6515,2 Thessalonians 1:11,14,2 Thessalonians,1,11,,,4315,Acts 15:18,5,Acts,15,18
6529,2 Thessalonians 2:13,14,2 Thessalonians,2,13,,,4017,Acts 7:46,5,Acts,7,46
6538,2 Thessalonians 3:5,14,2 Thessalonians,3,5,,,4082,Acts 9:11,5,Acts,9,11
6522,2 Thessalonians 2:6,14,2 Thessalonians,2,6,,,4518,Acts 20:37,5,Acts,20,37
6508,2 Thessalonians 1:4,14,2 Thessalonians,1,4,,,4099,Acts 9:28,5,Acts,9,28
6509,2 Thessalonians 1:5,14,2 Thessalonians,1,5,,,3814,Acts 2:10,5,Acts,2,10
6546,2 Thessalonians 3:13,14,2 Thessalonians,3,13,,,4219,Acts 13:2,5,Acts,13,2
6520,2 Thessalonians 2:4,14,2 Thessalonians,2,4,,,4436,Acts 18:24,5,Acts,18,24
6544,2 Thessalonians 3:11,14,2 Thessalonians,3,11,,,4753,Acts 27:43,5,Acts,27,43
6515,2 Thessalonians 1:11,14,2 Thessalonians,1,11,,,4702,Acts 26:24,5,Acts,26,24
6506,2 Thessalonians 1:2,14,2 Thessalonians,1,2,,,4070,Acts 8:39,5,Acts,8,39
6513,2 Thessalonians 1:9,14,2 Thessalonians,1,9,,,4351,Acts 16:13,5,Acts,16,13
6537,2 Thessalonians 3:4,14,2 Thessalonians,3,4,,,3996,Acts 7:25,5,Acts,7,25
6510,2 Thessalonians 1:6,14,2 Thessalonians,1,6,,,4282,Acts 14:13,5,Acts,14,13
6526,2 Thessalonians 2:10,14,2 Thessalonians,2,10,,,3891,Acts 4:14,5,Acts,4,14
6546,2 Thessalonians 3:13,14,2 Thessalonians,3,13,,,3834,Acts 2:30,5,Acts,2,30
6520,2 Thessalonians 2:4,14,2 Thessalonians,2,4,,,4183,Acts 11:21,5,Acts,11,21
6512,2 Thessalonians 1:8,14,2 Thessalonians,1,8,,,3843,Acts 2:39,5,Acts,2,39
6511,2 Thessalonians 1:7,14,2 Thessalonians,1,7,,,4480,Acts 19:40,5,Acts,19,40
6533,2 Thessalonians 2:17,14,2 Thessalonians,2,17,,,3993,Acts 7:22,5,Acts,7,22
6512,2 Thessalonians 1:8,14,2 Thessalonians,1,8,,,3817,Acts 2:13,5,Acts,2,13
6512,2 Thessalonians 1:8,14,2 Thessalonians,1,8,,,3999,Acts 7:28,5,Acts,7,28
6547,2 Thessalonians 3:14,14,2 Thessalonians,3,14,,,4162,Acts 10:48,5,Acts,10,48
6540,2 Thessalonians 3:7,14,2 Thessalonians,3,7,,,4061,Acts 8:30,5,Acts,8,30
6530,2 Thessalonians 2:14,14,2 Thessalonians,2,14,,,4470,Acts 19:30,5,Acts,19,30
6534,2 Thessalonians 3:1,14,2 Thessalonians,3,1,,,4190,Acts 11:28,5,Acts,11,28
6521,2 Thessalonians 2:5,14,2 Thessalonians,2,5,,,4431,Acts 18:19,5,Acts,18,19
6549,2 Thessalonians 3:16,14,2 Thessalonians,3,16,,,4581,Acts 22:22,5,Acts,22,22
6538,2 Thessalonians 3:5,14,2 Thessalonians,3,5,,,3959,Acts 6:3,5,Acts,6,3
6513,2 Thessalonians 1:9,14,2 Thessalonians,1,9,,,4226,Acts 13:9,5,Acts,13,9
6521,2 Thessalonians 2:5,14,2 Thessalonians,2,5,,,4578,Acts 22:19,5,Acts,22,19
6535,2 Thessalonians 3:2,14,2 Thessalonians,3,2,,,3906,Acts 4:29,5,Acts,4,29
6514,2 Thessalonians 1:10,14,2 Thessalonians,1,10,,,3803,Acts 1:25,5,Acts,1,25
6506,2 Thessalonians 1:2,14,2 Thessalonians,1,2,,,4117,Acts 10:3,5,Acts,10,3
6508,2 Thessalonians 1:4,14,2 Thessalonians,1,4,,,4381,Acts 17:3,5,Acts,17,3
6541,2 Thessalonians 3:8,14,2 Thessalonians,3,8,,,4456,Acts 19:16,5,Acts,19,16
6541,2 Thessalonians 3:8,14,2 Thessalonians,3,8,,,4744,Acts 27:34,5,Acts,27,34
6540,2 Thessalonians 3:7,14,2 Thessalonians,3,7,,,3846,Acts 2:42,5,Acts,2,42
6535,2 Thessalonians 3:2,14,2 Thessalonians,3,2,,,4200,Acts 12:8,5,Acts,12,8
6524,2 Thessalonians 2:8,14,2 Thessalonians,2,8,,,4393,Acts 17:15,5,Acts,17,15
6505,2 Thessalonians 1:1,14,2 Thessalonians,1,1,,,4565,Acts 22:6,5,Acts,22,6
6513,2 Thessalonians 1:9,14,2 Thessalonians,1,9,,,3949,Acts 5:35,5,Acts,5,35
6530,2 Thessalonians 2:14,14,2 Thessalonians,2,14,,,3919,Acts 5:5,5,Acts,5,5
6514,2 Thessalonians 1:10,14,2 Thessalonians,1,10,,,3984,Acts 7:13,5,Acts,7,13
6536,2 Thessalonians 3:3,14,2 Thessalonians,3,3,,,3868,Acts 3:17,5,Acts,3,17
6511,2 Thessalonians 1:7,14,2 Thessalonians,1,7,,,4024,Acts 7:53,5,Acts,7,53
6511,2 Thessalonians 1:7,14,2 Thessalonians,1,7,,,4383,Acts 17:5,5,Acts,17,5
6509,2 Thessalonians 1:5,14,2 Thessalonians,1,5,,,4049,Acts 8:18,5,Acts,8,18
6533,2 Thessalonians 2:17,14,2 Thessalonians,2,17,,,3897,Acts 4:20,5,Acts,4,20
6518,2 Thessalonians 2:2,14,2 Thessalonians,2,2,,,3865,Acts 3:14,5,Acts,3,14
6539,2 Thessalonians 3:6,14,2 Thessalonians,3,6,,,4383,Acts 17:5,5,Acts,17,5
6506,2 Thessalonians 1:2,14,2 Thessalonians,1,2,,,3987,Acts 7:16,5,Acts,7,16
6505,2 Thessalonians 1:1,14,2 Thessalonians,1,1,,,4002,Acts 7:31,5,Acts,7,31
6514,2 Thessalonians 1:10,14,2 Thessalonians,1,10,,,4240,Acts 13:23,5,Acts,13,23
6535,2 Thessalonians 3:2,14,2 Thessalonians,3,2,,,4067,Acts 8:36,5,Acts,8,36
6505,2 Thessalonians 1:1,14,2 Thessalonians,1,1,,,3946,Acts 5:32,5,Acts,5,32
