BF2_CumVerse,BF2_BCV,BF2_BookIndex,BF2_BookName,BF2_Chapter,BF2_Verse
5792,2 Corinthians 8:5,8,2 Corinthians,8,5
6797,Philemon 1:4,18,Philemon,1,4
6001,Galatians 4:15,9,Galatians,4,15
6039,Galatians 5:22,9,Galatians,5,22
6511,2 Thessalonians 1:7,14,2 Thessalonians,1,7
7506,2 John 1:6,24,2 John,1,6
6443,1 Thessalonians 2:18,13,1 Thessalonians,2,18
6039,Galatians 5:22,9,Galatians,5,22
7536,Jude 1:8,26,Jude,1,8
5682,2 Corinthians 2:3,8,2 Corinthians,2,3
3535,John 14:12,4,John,14,12
7518,3 John 1:5,25,3 John,1,5
6023,Galatians 5:6,9,Galatians,5,6
6023,Galatians 5:6,9,Galatians,5,6
7530,Jude 1:2,26,Jude,1,2
7510,2 John 1:10,24,2 John,1,10
3958,Acts 6:2,5,Acts,6,2
7302,1 Peter 4:1,21,1 Peter,4,1
7297,1 Peter 3:18,21,1 Peter,3,18
2655,Luke 20:20,3,Luke,20,20
6480,1 Thessalonians 5:4,13,1 Thessalonians,5,4
6807,Philemon 1:14,18,Philemon,1,14
4004,Acts 7:33,5,Acts,7,33
6469,1 Thessalonians 4:11,13,1 Thessalonians,4,11
7516,3 John 1:3,25,3 John,1,3
7206,James 4:14,20,James,4,14
7392,2 Peter 3:15,22,2 Peter,3,15
7110,Hebrews 13:14,19,Hebrews,13,14
7537,Jude 1:9,26,Jude,1,9
6856,Hebrews 3:6,19,Hebrews,3,6
5947,Galatians 2:11,9,Galatians,2,11
6193,Ephesians 6:1,10,Ephesians,6,1
1380,Mark 8:24,2,Mark,8,24
6450,1 Thessalonians 3:5,13,1 Thessalonians,3,5
7503,2 John 1:3,24,2 John,1,3
6194,Ephesians 6:2,10,Ephesians,6,2
7000,Hebrews 10:12,19,Hebrews,10,12
5424,1 Corinthians 10:2,7,1 Corinthians,10,2
7300,1 Peter 3:21,21,1 Peter,3,21
53,Matthew 3:5,1,Matthew,3,5
6795,Philemon 1:2,18,Philemon,1,2
2329,Luke 12:14,3,Luke,12,14
6302,Philippians 4:5,11,Philippians,4,5
7529,Jude 1:1,26,Jude,1,1
59,Matthew 3:11,1,Matthew,3,11
7580,Revelation 2:7,27,Revelation,2,7
6533,2 Thessalonians 2:17,14,2 Thessalonians,2,17
7310,1 Peter 4:9,21,1 Peter,4,9
6061,Galatians 6:18,9,Galatians,6,18
6971,Hebrews 9:11,19,Hebrews,9,11
7564,Revelation 1:11,27,Revelation,1,11
5585,1 Corinthians 15:12,7,1 Corinthians,15,12
4776,Acts 28:22,5,Acts,28,22
6384,Colossians 3:12,12,Colossians,3,12
7373,2 Peter 2:18,22,2 Peter,2,18
6371,Colossians 2:22,12,Colossians,2,22
6780,Titus 3:2,17,Titus,3,2
6750,Titus 1:3,17,Titus,1,3
6136,Ephesians 4:9,10,Ephesians,4,9
7504,2 John 1:4,24,2 John,1,4
825,Matthew 24:12,1,Matthew,24,12
7549,Jude 1:21,26,Jude,1,21
7358,2 Peter 2:3,22,2 Peter,2,3
6682,2 Timothy 1:18,16,2 Timothy,1,18
3551,John 14:28,4,John,14,28
5386,1 Corinthians 8:4,7,1 Corinthians,8,4
6078,Ephesians 1:17,10,Ephesians,1,17
4941,Romans 6:18,6,Romans,6,18
3969,Acts 6:13,5,Acts,6,13
6313,Philippians 4:16,11,Philippians,4,16
5928,Galatians 1:16,9,Galatians,1,16
1020,Matthew 27:35,1,Matthew,27,35
6344,Colossians 1:24,12,Colossians,1,24
5258,1 Corinthians 2:9,7,1 Corinthians,2,9
6087,Ephesians 2:3,10,Ephesians,2,3
7104,Hebrews 13:8,19,Hebrews,13,8
3873,Acts 3:22,5,Acts,3,22
7294,1 Peter 3:15,21,1 Peter,3,15
5268,1 Corinthians 3:3,7,1 Corinthians,3,3
6788,Titus 3:10,17,Titus,3,10
7685,Revelation 8:2,27,Revelation,8,2
6473,1 Thessalonians 4:15,13,1 Thessalonians,4,15
5319,1 Corinthians 5:10,7,1 Corinthians,5,10
6567,1 Timothy 1:16,15,1 Timothy,1,16
6468,1 Thessalonians 4:10,13,1 Thessalonians,4,10
7293,1 Peter 3:14,21,1 Peter,3,14
4563,Acts 22:4,5,Acts,22,4
6095,Ephesians 2:11,10,Ephesians,2,11
6222,Philippians 1:6,11,Philippians,1,6
7271,1 Peter 2:17,21,1 Peter,2,17
6385,Colossians 3:13,12,Colossians,3,13
7539,Jude 1:11,26,Jude,1,11
6281,Philippians 3:5,11,Philippians,3,5
5164,Romans 15:6,6,Romans,15,6
581,Matthew 17:25,1,Matthew,17,25
6782,Titus 3:4,17,Titus,3,4
7513,2 John 1:13,24,2 John,1,13
7823,Revelation 16:13,27,Revelation,16,13
6741,2 Timothy 4:16,16,2 Timothy,4,16
5259,1 Corinthians 2:10,7,1 Corinthians,2,10
7456,1 John 3:22,23,1 John,3,22
900,Matthew 25:36,1,Matthew,25,36
6801,Philemon 1:8,18,Philemon,1,8
6269,Philippians 2:23,11,Philippians,2,23
6370,Colossians 2:21,12,Colossians,2,21
6227,Philippians 1:11,11,Philippians,1,11
6690,2 Timothy 2:8,16,2 Timothy,2,8
7182,James 3:8,20,James,3,8
6622,1 Timothy 5:4,15,1 Timothy,5,4
2445,Luke 15:1,3,Luke,15,1
7288,1 Peter 3:9,21,1 Peter,3,9
5927,Galatians 1:15,9,Galatians,1,15
7524,3 John 1:11,25,3 John,1,11
1448,Mark 10:4,2,Mark,10,4
6442,1 Thessalonians 2:17,13,1 Thessalonians,2,17
5480,1 Corinthians 11:25,7,1 Corinthians,11,25
1170,Mark 3:26,2,Mark,3,26
7522,3 John 1:9,25,3 John,1,9
5644,1 Corinthians 16:13,7,1 Corinthians,16,13
2164,Luke 9:7,3,Luke,9,7
6549,2 Thessalonians 3:16,14,2 Thessalonians,3,16
6345,Colossians 1:25,12,Colossians,1,25
7368,2 Peter 2:13,22,2 Peter,2,13
7442,1 John 3:8,23,1 John,3,8
5718,2 Corinthians 4:4,8,2 Corinthians,4,4
5938,Galatians 2:2,9,Galatians,2,2
2428,Luke 14:19,3,Luke,14,19
6039,Galatians 5:22,9,Galatians,5,22
7396,1 John 1:1,23,1 John,1,1
5824,2 Corinthians 9:13,8,2 Corinthians,9,13
6805,Philemon 1:12,18,Philemon,1,12
6536,2 Thessalonians 3:3,14,2 Thessalonians,3,3
918,Matthew 26:8,1,Matthew,26,8
6333,Colossians 1:13,12,Colossians,1,13
201,Matthew 7:29,1,Matthew,7,29
7626,Revelation 4:2,27,Revelation,4,2
6128,Ephesians 4:1,10,Ephesians,4,1
6313,Philippians 4:16,11,Philippians,4,16
7489,1 John 5:10,23,1 John,5,10
6935,Hebrews 7:16,19,Hebrews,7,16
7525,3 John 1:12,25,3 John,1,12
4988,Romans 8:17,6,Romans,8,17
7205,James 4:13,20,James,4,13
4808,Romans 1:23,6,Romans,1,23
7186,James 3:12,20,James,3,12
6703,2 Timothy 2:21,16,2 Timothy,2,21
6513,2 Thessalonians 1:9,14,2 Thessalonians,1,9
7531,Jude 1:3,26,Jude,1,3
2702,Luke 21:20,3,Luke,21,20
7807,Revelation 15:5,27,Revelation,15,5
7138,James 1:17,20,James,1,17
7338,2 Peter 1:4,22,2 Peter,1,4
7506,2 John 1:6,24,2 John,1,6
346,Matthew 12:1,1,Matthew,12,1
7518,3 John 1:5,25,3 John,1,5
6543,2 Thessalonians 3:10,14,2 Thessalonians,3,10
7548,Jude 1:20,26,Jude,1,20
6691,2 Timothy 2:9,16,2 Timothy,2,9
6803,Philemon 1:10,18,Philemon,1,10
7830,Revelation 16:20,27,Revelation,16,20
6547,2 Thessalonians 3:14,14,2 Thessalonians,3,14
7547,Jude 1:19,26,Jude,1,19
4689,Acts 26:11,5,Acts,26,11
6311,Philippians 4:14,11,Philippians,4,14
4197,Acts 12:5,5,Acts,12,5
7101,Hebrews 13:5,19,Hebrews,13,5
7599,Revelation 2:26,27,Revelation,2,26
7553,Jude 1:25,26,Jude,1,25
7338,2 Peter 1:4,22,2 Peter,1,4
6416,1 Thessalonians 1:1,13,1 Thessalonians,1,1
6514,2 Thessalonians 1:10,14,2 Thessalonians,1,10
6757,Titus 1:10,17,Titus,1,10
3902,Acts 4:25,5,Acts,4,25
6674,2 Timothy 1:10,16,2 Timothy,1,10
6094,Ephesians 2:10,10,Ephesians,2,10
2807,Luke 23:16,3,Luke,23,16
7696,Revelation 8:13,27,Revelation,8,13
7006,Hebrews 10:18,19,Hebrews,10,18
283,Matthew 10:10,1,Matthew,10,10
7507,2 John 1:7,24,2 John,1,7
6545,2 Thessalonians 3:12,14,2 Thessalonians,3,12
6539,2 Thessalonians 3:6,14,2 Thessalonians,3,6
6734,2 Timothy 4:9,16,2 Timothy,4,9
7317,1 Peter 4:16,21,1 Peter,4,16
6319,Philippians 4:22,11,Philippians,4,22
6159,Ephesians 4:32,10,Ephesians,4,32
6818,Philemon 1:25,18,Philemon,1,25
6319,Philippians 4:22,11,Philippians,4,22
6508,2 Thessalonians 1:4,14,2 Thessalonians,1,4
6529,2 Thessalonians 2:13,14,2 Thessalonians,2,13
3680,John 18:40,4,John,18,40
6660,1 Timothy 6:17,15,1 Timothy,6,17
6776,Titus 2:13,17,Titus,2,13
7506,2 John 1:6,24,2 John,1,6
6758,Titus 1:11,17,Titus,1,11
7150,James 2:2,20,James,2,2
2246,Luke 10:27,3,Luke,10,27
6797,Philemon 1:4,18,Philemon,1,4
7533,Jude 1:5,26,Jude,1,5
5277,1 Corinthians 3:12,7,1 Corinthians,3,12
563,Matthew 17:7,1,Matthew,17,7
6612,1 Timothy 4:10,15,1 Timothy,4,10
7518,3 John 1:5,25,3 John,1,5
7516,3 John 1:3,25,3 John,1,3
6599,1 Timothy 3:13,15,1 Timothy,3,13
2069,Luke 7:18,3,Luke,7,18
6409,Colossians 4:12,12,Colossians,4,12
6373,Colossians 3:1,12,Colossians,3,1
6505,2 Thessalonians 1:1,14,2 Thessalonians,1,1
801,Matthew 23:27,1,Matthew,23,27
7544,Jude 1:16,26,Jude,1,16
1193,Mark 4:14,2,Mark,4,14
4188,Acts 11:26,5,Acts,11,26
7380,2 Peter 3:3,22,2 Peter,3,3
207,Matthew 8:6,1,Matthew,8,6
6785,Titus 3:7,17,Titus,3,7
7334,1 Peter 5:14,21,1 Peter,5,14
6715,2 Timothy 3:7,16,2 Timothy,3,7
6002,Galatians 4:16,9,Galatians,4,16
4220,Acts 13:3,5,Acts,13,3
7212,James 5:3,20,James,5,3
2472,Luke 15:28,3,Luke,15,28
6837,Hebrews 2:5,19,Hebrews,2,5
7548,Jude 1:20,26,Jude,1,20
5920,Galatians 1:8,9,Galatians,1,8
7530,Jude 1:2,26,Jude,1,2
1088,Mark 1:17,2,Mark,1,17
7453,1 John 3:19,23,1 John,3,19
7219,James 5:10,20,James,5,10
3072,John 5:7,4,John,5,7
7136,James 1:15,20,James,1,15
5829,2 Corinthians 10:3,8,2 Corinthians,10,3
5859,2 Corinthians 11:15,8,2 Corinthians,11,15
3237,John 8:1,4,John,8,1
6730,2 Timothy 4:5,16,2 Timothy,4,5
6478,1 Thessalonians 5:2,13,1 Thessalonians,5,2
6511,2 Thessalonians 1:7,14,2 Thessalonians,1,7
5304,1 Corinthians 4:16,7,1 Corinthians,4,16
4153,Acts 10:39,5,Acts,10,39
6335,Colossians 1:15,12,Colossians,1,15
7543,Jude 1:15,26,Jude,1,15
6901,Hebrews 6:2,19,Hebrews,6,2
6747,2 Timothy 4:22,16,2 Timothy,4,22
7387,2 Peter 3:10,22,2 Peter,3,10
5602,1 Corinthians 15:29,7,1 Corinthians,15,29
6814,Philemon 1:21,18,Philemon,1,21
7529,Jude 1:1,26,Jude,1,1
7232,1 Peter 1:3,21,1 Peter,1,3
7267,1 Peter 2:13,21,1 Peter,2,13
6635,1 Timothy 5:17,15,1 Timothy,5,17
7707,Revelation 9:11,27,Revelation,9,11
7513,2 John 1:13,24,2 John,1,13
5837,2 Corinthians 10:11,8,2 Corinthians,10,11
7519,3 John 1:6,25,3 John,1,6
6314,Philippians 4:17,11,Philippians,4,17
6403,Colossians 4:6,12,Colossians,4,6
1353,Mark 7:34,2,Mark,7,34
4846,Romans 2:29,6,Romans,2,29
6548,2 Thessalonians 3:15,14,2 Thessalonians,3,15
539,Matthew 16:11,1,Matthew,16,11
7515,3 John 1:2,25,3 John,1,2
6457,1 Thessalonians 3:12,13,1 Thessalonians,3,12
7579,Revelation 2:6,27,Revelation,2,6
6331,Colossians 1:11,12,Colossians,1,11
4669,Acts 25:18,5,Acts,25,18
1849,Luke 2:20,3,Luke,2,20
6790,Titus 3:12,17,Titus,3,12
1788,Luke 1:39,3,Luke,1,39
652,Matthew 20:4,1,Matthew,20,4
3087,John 5:22,4,John,5,22
6802,Philemon 1:9,18,Philemon,1,9
7520,3 John 1:7,25,3 John,1,7
1656,Mark 14:46,2,Mark,14,46
7329,1 Peter 5:9,21,1 Peter,5,9
5334,1 Corinthians 6:12,7,1 Corinthians,6,12
6775,Titus 2:12,17,Titus,2,12
7546,Jude 1:18,26,Jude,1,18
637,Matthew 19:19,1,Matthew,19,19
7206,James 4:14,20,James,4,14
5930,Galatians 1:18,9,Galatians,1,18
7509,2 John 1:9,24,2 John,1,9
6013,Galatians 4:27,9,Galatians,4,27
7502,2 John 1:2,24,2 John,1,2
5422,1 Corinthians 9:27,7,1 Corinthians,9,27
6051,Galatians 6:8,9,Galatians,6,8
6367,Colossians 2:18,12,Colossians,2,18
6811,Philemon 1:18,18,Philemon,1,18
7178,James 3:4,20,James,3,4
6356,Colossians 2:7,12,Colossians,2,7
5536,1 Corinthians 14:3,7,1 Corinthians,14,3
6692,2 Timothy 2:10,16,2 Timothy,2,10
950,Matthew 26:40,1,Matthew,26,40
6100,Ephesians 2:16,10,Ephesians,2,16
7225,James 5:16,20,James,5,16
7540,Jude 1:12,26,Jude,1,12
6804,Philemon 1:11,18,Philemon,1,11
6817,Philemon 1:24,18,Philemon,1,24
6266,Philippians 2:20,11,Philippians,2,20
7675,Revelation 7:9,27,Revelation,7,9
6414,Colossians 4:17,12,Colossians,4,17
3580,John 15:26,4,John,15,26
5914,Galatians 1:2,9,Galatians,1,2
5269,1 Corinthians 3:4,7,1 Corinthians,3,4
6815,Philemon 1:22,18,Philemon,1,22
6797,Philemon 1:4,18,Philemon,1,4
7350,2 Peter 1:16,22,2 Peter,1,16
6762,Titus 1:15,17,Titus,1,15
7549,Jude 1:21,26,Jude,1,21
5839,2 Corinthians 10:13,8,2 Corinthians,10,13
6150,Ephesians 4:23,10,Ephesians,4,23
5530,1 Corinthians 13:10,7,1 Corinthians,13,10
7142,James 1:21,20,James,1,21
6667,2 Timothy 1:3,16,2 Timothy,1,3
7233,1 Peter 1:4,21,1 Peter,1,4
6792,Titus 3:14,17,Titus,3,14
6242,Philippians 1:26,11,Philippians,1,26
7460,1 John 4:2,23,1 John,4,2
4953,Romans 7:7,6,Romans,7,7
7513,2 John 1:13,24,2 John,1,13
2410,Luke 14:1,3,Luke,14,1
7551,Jude 1:23,26,Jude,1,23
1420,Mark 9:26,2,Mark,9,26
6228,Philippians 1:12,11,Philippians,1,12
7077,Hebrews 12:10,19,Hebrews,12,10
7829,Revelation 16:19,27,Revelation,16,19
6766,Titus 2:3,17,Titus,2,3
6519,2 Thessalonians 2:3,14,2 Thessalonians,2,3
6438,1 Thessalonians 2:13,13,1 Thessalonians,2,13
5384,1 Corinthians 8:2,7,1 Corinthians,8,2
6549,2 Thessalonians 3:16,14,2 Thessalonians,3,16
2992,John 3:17,4,John,3,17
984,Matthew 26:74,1,Matthew,26,74
6574,1 Timothy 2:3,15,1 Timothy,2,3
1129,Mark 2:13,2,Mark,2,13
6481,1 Thessalonians 5:5,13,1 Thessalonians,5,5
4136,Acts 10:22,5,Acts,10,22
199,Matthew 7:27,1,Matthew,7,27
6655,1 Timothy 6:12,15,1 Timothy,6,12
7402,1 John 1:7,23,1 John,1,7
7740,Revelation 11:12,27,Revelation,11,12
7329,1 Peter 5:9,21,1 Peter,5,9
6505,2 Thessalonians 1:1,14,2 Thessalonians,1,1
5772,2 Corinthians 7:1,8,2 Corinthians,7,1
7385,2 Peter 3:8,22,2 Peter,3,8
5782,2 Corinthians 7:11,8,2 Corinthians,7,11
6824,Hebrews 1:6,19,Hebrews,1,6
5524,1 Corinthians 13:4,7,1 Corinthians,13,4
7247,1 Peter 1:18,21,1 Peter,1,18
6716,2 Timothy 3:8,16,2 Timothy,3,8
5393,1 Corinthians 8:11,7,1 Corinthians,8,11
6511,2 Thessalonians 1:7,14,2 Thessalonians,1,7
5813,2 Corinthians 9:2,8,2 Corinthians,9,2
6144,Ephesians 4:17,10,Ephesians,4,17
68,Matthew 4:3,1,Matthew,4,3
6816,Philemon 1:23,18,Philemon,1,23
7547,Jude 1:19,26,Jude,1,19
1278,Mark 6:15,2,Mark,6,15
6529,2 Thessalonians 2:13,14,2 Thessalonians,2,13
5834,2 Corinthians 10:8,8,2 Corinthians,10,8
6358,Colossians 2:9,12,Colossians,2,9
7329,1 Peter 5:9,21,1 Peter,5,9
6446,1 Thessalonians 3:1,13,1 Thessalonians,3,1
7284,1 Peter 3:5,21,1 Peter,3,5
6532,2 Thessalonians 2:16,14,2 Thessalonians,2,16
3357,John 10:21,4,John,10,21
6969,Hebrews 9:9,19,Hebrews,9,9
7508,2 John 1:8,24,2 John,1,8
6735,2 Timothy 4:10,16,2 Timothy,4,10
6476,1 Thessalonians 4:18,13,1 Thessalonians,4,18
6513,2 Thessalonians 1:9,14,2 Thessalonians,1,9
2710,Luke 21:28,3,Luke,21,28
6767,Titus 2:4,17,Titus,2,4
7539,Jude 1:11,26,Jude,1,11
7495,1 John 5:16,23,1 John,5,16
6856,Hebrews 3:6,19,Hebrews,3,6
4321,Acts 15:24,5,Acts,15,24
567,Matthew 17:11,1,Matthew,17,11
807,Matthew 23:33,1,Matthew,23,33
6667,2 Timothy 1:3,16,2 Timothy,1,3
7515,3 John 1:2,25,3 John,1,2
7522,3 John 1:9,25,3 John,1,9
6418,1 Thessalonians 1:3,13,1 Thessalonians,1,3
7310,1 Peter 4:9,21,1 Peter,4,9
3746,John 20:24,4,John,20,24
1726,Mark 15:44,2,Mark,15,44
6468,1 Thessalonians 4:10,13,1 Thessalonians,4,10
6043,Galatians 5:26,9,Galatians,5,26
6164,Ephesians 5:5,10,Ephesians,5,5
6509,2 Thessalonians 1:5,14,2 Thessalonians,1,5
7230,1 Peter 1:1,21,1 Peter,1,1
7514,3 John 1:1,25,3 John,1,1
3816,Acts 2:12,5,Acts,2,12
2663,Luke 20:28,3,Luke,20,28
7505,2 John 1:5,24,2 John,1,5
7244,1 Peter 1:15,21,1 Peter,1,15
6241,Philippians 1:25,11,Philippians,1,25
1935,Luke 4:16,3,Luke,4,16
770,Matthew 22:42,1,Matthew,22,42
7807,Revelation 15:5,27,Revelation,15,5
7529,Jude 1:1,26,Jude,1,1
7509,2 John 1:9,24,2 John,1,9
6327,Colossians 1:7,12,Colossians,1,7
7540,Jude 1:12,26,Jude,1,12
6271,Philippians 2:25,11,Philippians,2,25
6544,2 Thessalonians 3:11,14,2 Thessalonians,3,11
6065,Ephesians 1:4,10,Ephesians,1,4
6611,1 Timothy 4:9,15,1 Timothy,4,9
5206,Romans 16:15,6,Romans,16,15
7399,1 John 1:4,23,1 John,1,4
7264,1 Peter 2:10,21,1 Peter,2,10
6275,Philippians 2:29,11,Philippians,2,29
6783,Titus 3:5,17,Titus,3,5
7479,1 John 4:21,23,1 John,4,21
7520,3 John 1:7,25,3 John,1,7
6867,Hebrews 3:17,19,Hebrews,3,17
7023,Hebrews 10:35,19,Hebrews,10,35
6788,Titus 3:10,17,Titus,3,10
7483,1 John 5:4,23,1 John,5,4
7523,3 John 1:10,25,3 John,1,10
5938,Galatians 2:2,9,Galatians,2,2
7845,Revelation 17:14,27,Revelation,17,14
6352,Colossians 2:3,12,Colossians,2,3
6916,Hebrews 6:17,19,Hebrews,6,17
3474,John 12:39,4,John,12,39
7507,2 John 1:7,24,2 John,1,7
839,Matthew 24:26,1,Matthew,24,26
6765,Titus 2:2,17,Titus,2,2
7382,2 Peter 3:5,22,2 Peter,3,5
6526,2 Thessalonians 2:10,14,2 Thessalonians,2,10
6395,Colossians 3:23,12,Colossians,3,23
6229,Philippians 1:13,11,Philippians,1,13
6404,Colossians 4:7,12,Colossians,4,7
7212,James 5:3,20,James,5,3
6673,2 Timothy 1:9,16,2 Timothy,1,9
98,Matthew 5:8,1,Matthew,5,8
7504,2 John 1:4,24,2 John,1,4
6364,Colossians 2:15,12,Colossians,2,15
6017,Galatians 4:31,9,Galatians,4,31
6141,Ephesians 4:14,10,Ephesians,4,14
6515,2 Thessalonians 1:11,14,2 Thessalonians,1,11
7275,1 Peter 2:21,21,1 Peter,2,21
7383,2 Peter 3:6,22,2 Peter,3,6
7521,3 John 1:8,25,3 John,1,8
7297,1 Peter 3:18,21,1 Peter,3,18
5205,Romans 16:14,6,Romans,16,14
6098,Ephesians 2:14,10,Ephesians,2,14
4247,Acts 13:30,5,Acts,13,30
7476,1 John 4:18,23,1 John,4,18
2804,Luke 23:13,3,Luke,23,13
7393,2 Peter 3:16,22,2 Peter,3,16
6072,Ephesians 1:11,10,Ephesians,1,11
4728,Acts 27:18,5,Acts,27,18
6014,Galatians 4:28,9,Galatians,4,28
4344,Acts 16:6,5,Acts,16,6
2053,Luke 7:2,3,Luke,7,2
6714,2 Timothy 3:6,16,2 Timothy,3,6
6003,Galatians 4:17,9,Galatians,4,17
6480,1 Thessalonians 5:4,13,1 Thessalonians,5,4
5757,2 Corinthians 6:4,8,2 Corinthians,6,4
6654,1 Timothy 6:11,15,1 Timothy,6,11
7509,2 John 1:9,24,2 John,1,9
7545,Jude 1:17,26,Jude,1,17
6513,2 Thessalonians 1:9,14,2 Thessalonians,1,9
7383,2 Peter 3:6,22,2 Peter,3,6
7345,2 Peter 1:11,22,2 Peter,1,11
6506,2 Thessalonians 1:2,14,2 Thessalonians,1,2
5240,1 Corinthians 1:22,7,1 Corinthians,1,22
6536,2 Thessalonians 3:3,14,2 Thessalonians,3,3
7505,2 John 1:5,24,2 John,1,5
3785,Acts 1:7,5,Acts,1,7
6719,2 Timothy 3:11,16,2 Timothy,3,11
4702,Acts 26:24,5,Acts,26,24
7501,2 John 1:1,24,2 John,1,1
2669,Luke 20:34,3,Luke,20,34
6366,Colossians 2:17,12,Colossians,2,17
4233,Acts 13:16,5,Acts,13,16
6789,Titus 3:11,17,Titus,3,11
7188,James 3:14,20,James,3,14
7216,James 5:7,20,James,5,7
4370,Acts 16:32,5,Acts,16,32
4915,Romans 5:13,6,Romans,5,13
4264,Acts 13:47,5,Acts,13,47
5681,2 Corinthians 2:2,8,2 Corinthians,2,2
6296,Philippians 3:20,11,Philippians,3,20
6177,Ephesians 5:18,10,Ephesians,5,18
7539,Jude 1:11,26,Jude,1,11
6808,Philemon 1:15,18,Philemon,1,15
319,Matthew 11:4,1,Matthew,11,4
7263,1 Peter 2:9,21,1 Peter,2,9
7522,3 John 1:9,25,3 John,1,9
7518,3 John 1:5,25,3 John,1,5
6063,Ephesians 1:2,10,Ephesians,1,2
7365,2 Peter 2:10,22,2 Peter,2,10
278,Matthew 10:5,1,Matthew,10,5
6792,Titus 3:14,17,Titus,3,14
7519,3 John 1:6,25,3 John,1,6
6752,Titus 1:5,17,Titus,1,5
2973,John 2:23,4,John,2,23
7027,Hebrews 10:39,19,Hebrews,10,39
7741,Revelation 11:13,27,Revelation,11,13
6522,2 Thessalonians 2:6,14,2 Thessalonians,2,6
3673,John 18:33,4,John,18,33
7398,1 John 1:3,23,1 John,1,3
6288,Philippians 3:12,11,Philippians,3,12
6318,Philippians 4:21,11,Philippians,4,21
6551,2 Thessalonians 3:18,14,2 Thessalonians,3,18
7488,1 John 5:9,23,1 John,5,9
536,Matthew 16:8,1,Matthew,16,8
6439,1 Thessalonians 2:14,13,1 Thessalonians,2,14
6458,1 Thessalonians 3:13,13,1 Thessalonians,3,13
7139,James 1:18,20,James,1,18
7222,James 5:13,20,James,5,13
7466,1 John 4:8,23,1 John,4,8
2445,Luke 15:1,3,Luke,15,1
4175,Acts 11:13,5,Acts,11,13
5175,Romans 15:17,6,Romans,15,17
7833,Revelation 17:2,27,Revelation,17,2
7513,2 John 1:13,24,2 John,1,13
7152,James 2:4,20,James,2,4
4929,Romans 6:6,6,Romans,6,6
6074,Ephesians 1:13,10,Ephesians,1,13
5707,2 Corinthians 3:11,8,2 Corinthians,3,11
6712,2 Timothy 3:4,16,2 Timothy,3,4
7782,Revelation 13:18,27,Revelation,13,18
6781,Titus 3:3,17,Titus,3,3
4554,Acts 21:35,5,Acts,21,35
6759,Titus 1:12,17,Titus,1,12
6835,Hebrews 2:3,19,Hebrews,2,3
7232,1 Peter 1:3,21,1 Peter,1,3
7414,1 John 2:9,23,1 John,2,9
30,Matthew 2:5,1,Matthew,2,5
5912,2 Corinthians 13:14,8,2 Corinthians,13,14
7782,Revelation 13:18,27,Revelation,13,18
6801,Philemon 1:8,18,Philemon,1,8
6537,2 Thessalonians 3:4,14,2 Thessalonians,3,4
6886,Hebrews 5:1,19,Hebrews,5,1
6179,Ephesians 5:20,10,Ephesians,5,20
5586,1 Corinthians 15:13,7,1 Corinthians,15,13
6700,2 Timothy 2:18,16,2 Timothy,2,18
6774,Titus 2:11,17,Titus,2,11
233,Matthew 8:32,1,Matthew,8,32
4804,Romans 1:19,6,Romans,1,19
6004,Galatians 4:18,9,Galatians,4,18
6524,2 Thessalonians 2:8,14,2 Thessalonians,2,8
5012,Romans 9:2,6,Romans,9,2
7509,2 John 1:9,24,2 John,1,9
6504,1 Thessalonians 5:28,13,1 Thessalonians,5,28
6147,Ephesians 4:20,10,Ephesians,4,20
2820,Luke 23:29,3,Luke,23,29
7908,Revelation 20:14,27,Revelation,20,14
6458,1 Thessalonians 3:13,13,1 Thessalonians,3,13
6103,Ephesians 2:19,10,Ephesians,2,19
6853,Hebrews 3:3,19,Hebrews,3,3
6092,Ephesians 2:8,10,Ephesians,2,8
6945,Hebrews 7:26,19,Hebrews,7,26
7327,1 Peter 5:7,21,1 Peter,5,7
5784,2 Corinthians 7:13,8,2 Corinthians,7,13
2380,Luke 13:6,3,Luke,13,6
2920,John 1:21,4,John,1,21
7192,James 3:18,20,James,3,18
7505,2 John 1:5,24,2 John,1,5
7532,Jude 1:4,26,Jude,1,4
7198,James 4:6,20,James,4,6
6662,1 Timothy 6:19,15,1 Timothy,6,19
6435,1 Thessalonians 2:10,13,1 Thessalonians,2,10
1915,Luke 3:34,3,Luke,3,34
7185,James 3:11,20,James,3,11
7574,Revelation 2:1,27,Revelation,2,1
7407,1 John 2:2,23,1 John,2,2
6328,Colossians 1:8,12,Colossians,1,8
6682,2 Timothy 1:18,16,2 Timothy,1,18
1733,Mark 16:4,2,Mark,16,4
1378,Mark 8:22,2,Mark,8,22
6287,Philippians 3:11,11,Philippians,3,11
7226,James 5:17,20,James,5,17
5896,2 Corinthians 12:19,8,2 Corinthians,12,19
7539,Jude 1:11,26,Jude,1,11
5267,1 Corinthians 3:2,7,1 Corinthians,3,2
6750,Titus 1:3,17,Titus,1,3
6151,Ephesians 4:24,10,Ephesians,4,24
5280,1 Corinthians 3:15,7,1 Corinthians,3,15
7479,1 John 4:21,23,1 John,4,21
6587,1 Timothy 3:1,15,1 Timothy,3,1
7192,James 3:18,20,James,3,18
7516,3 John 1:3,25,3 John,1,3
6322,Colossians 1:2,12,Colossians,1,2
2596,Luke 19:9,3,Luke,19,9
6740,2 Timothy 4:15,16,2 Timothy,4,15
5685,2 Corinthians 2:6,8,2 Corinthians,2,6
6789,Titus 3:11,17,Titus,3,11
