BF3_CumVerse,BF3_BCV,BF3_BookIndex,BF3_BookName,BF3_Chapter,BF3_Verse
5755,2 Corinthians 6:2,8,2 Corinthians,6,2
6279,Philippians 3:3,11,Philippians,3,3
5988,Galatians 4:2,9,Galatians,4,2
794,Matthew 23:20,1,Matthew,23,20
7161,James 2:13,20,James,2,13
6779,Titus 3:1,17,Titus,3,1
6512,2 Thessalonians 1:8,14,2 Thessalonians,1,8
6745,2 Timothy 4:20,16,2 Timothy,4,20
7515,3 John 1:2,25,3 John,1,2
6685,2 Timothy 2:3,16,2 Timothy,2,3
7526,3 John 1:13,25,3 John,1,13
6376,Colossians 3:4,12,Colossians,3,4
6815,Philemon 1:22,18,Philemon,1,22
1841,Luke 2:12,3,Luke,2,12
7649,Revelation 5:14,27,Revelation,5,14
5186,Romans 15:28,6,Romans,15,28
6888,Hebrews 5:3,19,Hebrews,5,3
6382,Colossians 3:10,12,Colossians,3,10
7414,1 John 2:9,23,1 John,2,9
7689,Revelation 8:6,27,Revelation,8,6
7349,2 Peter 1:15,22,2 Peter,1,15
5438,1 Corinthians 10:16,7,1 Corinthians,10,16
6038,Galatians 5:21,9,Galatians,5,21
6512,2 Thessalonians 1:8,14,2 Thessalonians,1,8
6230,Philippians 1:14,11,Philippians,1,14
7266,1 Peter 2:12,21,1 Peter,2,12
6785,Titus 3:7,17,Titus,3,7
6493,1 Thessalonians 5:17,13,1 Thessalonians,5,17
5295,1 Corinthians 4:7,7,1 Corinthians,4,7
3873,Acts 3:22,5,Acts,3,22
7551,Jude 1:23,26,Jude,1,23
2512,Luke 17:5,3,Luke,17,5
2232,Luke 10:13,3,Luke,10,13
7529,Jude 1:1,26,Jude,1,1
5882,2 Corinthians 12:5,8,2 Corinthians,12,5
7388,2 Peter 3:11,22,2 Peter,3,11
5138,Romans 14:3,6,Romans,14,3
6493,1 Thessalonians 5:17,13,1 Thessalonians,5,17
7803,Revelation 15:1,27,Revelation,15,1
6912,Hebrews 6:13,19,Hebrews,6,13
6513,2 Thessalonians 1:9,14,2 Thessalonians,1,9
6525,2 Thessalonians 2:9,14,2 Thessalonians,2,9
624,Matthew 19:6,1,Matthew,19,6
7502,2 John 1:2,24,2 John,1,2
6795,Philemon 1:2,18,Philemon,1,2
7392,2 Peter 3:15,22,2 Peter,3,15
2596,Luke 19:9,3,Luke,19,9
5937,Galatians 2:1,9,Galatians,2,1
7490,1 John 5:11,23,1 John,5,11
5436,1 Corinthians 10:14,7,1 Corinthians,10,14
7504,2 John 1:4,24,2 John,1,4
7371,2 Peter 2:16,22,2 Peter,2,16
4054,Acts 8:23,5,Acts,8,23
6414,Colossians 4:17,12,Colossians,4,17
7517,3 John 1:4,25,3 John,1,4
6339,Colossians 1:19,12,Colossians,1,19
6686,2 Timothy 2:4,16,2 Timothy,2,4
6430,1 Thessalonians 2:5,13,1 Thessalonians,2,5
7370,2 Peter 2:15,22,2 Peter,2,15
6660,1 Timothy 6:17,15,1 Timothy,6,17
3008,John 3:33,4,John,3,33
7443,1 John 3:9,23,1 John,3,9
6117,Ephesians 3:11,10,Ephesians,3,11
7553,Jude 1:25,26,Jude,1,25
6107,Ephesians 3:1,10,Ephesians,3,1
7158,James 2:10,20,James,2,10
7571,Revelation 1:18,27,Revelation,1,18
1004,Matthew 27:19,1,Matthew,27,19
5414,1 Corinthians 9:19,7,1 Corinthians,9,19
7173,James 2:25,20,James,2,25
6605,1 Timothy 4:3,15,1 Timothy,4,3
2718,Luke 21:36,3,Luke,21,36
6291,Philippians 3:15,11,Philippians,3,15
6523,2 Thessalonians 2:7,14,2 Thessalonians,2,7
2323,Luke 12:8,3,Luke,12,8
6010,Galatians 4:24,9,Galatians,4,24
721,Matthew 21:39,1,Matthew,21,39
7136,James 1:15,20,James,1,15
2998,John 3:23,4,John,3,23
6475,1 Thessalonians 4:17,13,1 Thessalonians,4,17
4423,Acts 18:11,5,Acts,18,11
7540,Jude 1:12,26,Jude,1,12
6716,2 Timothy 3:8,16,2 Timothy,3,8
6807,Philemon 1:14,18,Philemon,1,14
5315,1 Corinthians 5:6,7,1 Corinthians,5,6
7270,1 Peter 2:16,21,1 Peter,2,16
7358,2 Peter 2:3,22,2 Peter,2,3
1903,Luke 3:22,3,Luke,3,22
5484,1 Corinthians 11:29,7,1 Corinthians,11,29
6673,2 Timothy 1:9,16,2 Timothy,1,9
6770,Titus 2:7,17,Titus,2,7
6005,Galatians 4:19,9,Galatians,4,19
7371,2 Peter 2:16,22,2 Peter,2,16
7401,1 John 1:6,23,1 John,1,6
727,Matthew 21:45,1,Matthew,21,45
5262,1 Corinthians 2:13,7,1 Corinthians,2,13
1456,Mark 10:12,2,Mark,10,12
6344,Colossians 1:24,12,Colossians,1,24
6510,2 Thessalonians 1:6,14,2 Thessalonians,1,6
4843,Romans 2:26,6,Romans,2,26
7417,1 John 2:12,23,1 John,2,12
1625,Mark 14:15,2,Mark,14,15
5994,Galatians 4:8,9,Galatians,4,8
1425,Mark 9:31,2,Mark,9,31
6390,Colossians 3:18,12,Colossians,3,18
1712,Mark 15:30,2,Mark,15,30
6389,Colossians 3:17,12,Colossians,3,17
7293,1 Peter 3:14,21,1 Peter,3,14
6056,Galatians 6:13,9,Galatians,6,13
1326,Mark 7:7,2,Mark,7,7
6413,Colossians 4:16,12,Colossians,4,16
5503,1 Corinthians 12:14,7,1 Corinthians,12,14
6316,Philippians 4:19,11,Philippians,4,19
1607,Mark 13:34,2,Mark,13,34
6351,Colossians 2:2,12,Colossians,2,2
5138,Romans 14:3,6,Romans,14,3
2847,Luke 23:56,3,Luke,23,56
7541,Jude 1:13,26,Jude,1,13
6130,Ephesians 4:3,10,Ephesians,4,3
6209,Ephesians 6:17,10,Ephesians,6,17
3423,John 11:45,4,John,11,45
6748,Titus 1:1,17,Titus,1,1
7456,1 John 3:22,23,1 John,3,22
2826,Luke 23:35,3,Luke,23,35
5007,Romans 8:36,6,Romans,8,36
3218,John 7:35,4,John,7,35
7279,1 Peter 2:25,21,1 Peter,2,25
7533,Jude 1:5,26,Jude,1,5
6535,2 Thessalonians 3:2,14,2 Thessalonians,3,2
6546,2 Thessalonians 3:13,14,2 Thessalonians,3,13
7369,2 Peter 2:14,22,2 Peter,2,14
5731,2 Corinthians 4:17,8,2 Corinthians,4,17
6555,1 Timothy 1:4,15,1 Timothy,1,4
7548,Jude 1:20,26,Jude,1,20
6814,Philemon 1:21,18,Philemon,1,21
7503,2 John 1:3,24,2 John,1,3
7469,1 John 4:11,23,1 John,4,11
7538,Jude 1:10,26,Jude,1,10
5723,2 Corinthians 4:9,8,2 Corinthians,4,9
3325,John 9:30,4,John,9,30
6647,1 Timothy 6:4,15,1 Timothy,6,4
7531,Jude 1:3,26,Jude,1,3
4420,Acts 18:8,5,Acts,18,8
7332,1 Peter 5:12,21,1 Peter,5,12
6916,Hebrews 6:17,19,Hebrews,6,17
7781,Revelation 13:17,27,Revelation,13,17
1473,Mark 10:29,2,Mark,10,29
7504,2 John 1:4,24,2 John,1,4
7313,1 Peter 4:12,21,1 Peter,4,12
933,Matthew 26:23,1,Matthew,26,23
6356,Colossians 2:7,12,Colossians,2,7
7541,Jude 1:13,26,Jude,1,13
5733,2 Corinthians 5:1,8,2 Corinthians,5,1
7343,2 Peter 1:9,22,2 Peter,1,9
1459,Mark 10:15,2,Mark,10,15
6585,1 Timothy 2:14,15,1 Timothy,2,14
7534,Jude 1:6,26,Jude,1,6
6465,1 Thessalonians 4:7,13,1 Thessalonians,4,7
7540,Jude 1:12,26,Jude,1,12
6530,2 Thessalonians 2:14,14,2 Thessalonians,2,14
6799,Philemon 1:6,18,Philemon,1,6
6804,Philemon 1:11,18,Philemon,1,11
7389,2 Peter 3:12,22,2 Peter,3,12
6889,Hebrews 5:4,19,Hebrews,5,4
6157,Ephesians 4:30,10,Ephesians,4,30
1990,Luke 5:27,3,Luke,5,27
7327,1 Peter 5:7,21,1 Peter,5,7
7415,1 John 2:10,23,1 John,2,10
6768,Titus 2:5,17,Titus,2,5
7353,2 Peter 1:19,22,2 Peter,1,19
7512,2 John 1:12,24,2 John,1,12
6712,2 Timothy 3:4,16,2 Timothy,3,4
499,Matthew 15:10,1,Matthew,15,10
7180,James 3:6,20,James,3,6
6779,Titus 3:1,17,Titus,3,1
6071,Ephesians 1:10,10,Ephesians,1,10
207,Matthew 8:6,1,Matthew,8,6
7518,3 John 1:5,25,3 John,1,5
5694,2 Corinthians 2:15,8,2 Corinthians,2,15
6343,Colossians 1:23,12,Colossians,1,23
6689,2 Timothy 2:7,16,2 Timothy,2,7
6768,Titus 2:5,17,Titus,2,5
6198,Ephesians 6:6,10,Ephesians,6,6
6791,Titus 3:13,17,Titus,3,13
7420,1 John 2:15,23,1 John,2,15
7535,Jude 1:7,26,Jude,1,7
6610,1 Timothy 4:8,15,1 Timothy,4,8
3197,John 7:14,4,John,7,14
6414,Colossians 4:17,12,Colossians,4,17
7452,1 John 3:18,23,1 John,3,18
5965,Galatians 3:8,9,Galatians,3,8
6871,Hebrews 4:2,19,Hebrews,4,2
5982,Galatians 3:25,9,Galatians,3,25
6699,2 Timothy 2:17,16,2 Timothy,2,17
1258,Mark 5:38,2,Mark,5,38
6373,Colossians 3:1,12,Colossians,3,1
6175,Ephesians 5:16,10,Ephesians,5,16
6222,Philippians 1:6,11,Philippians,1,6
7459,1 John 4:1,23,1 John,4,1
7126,James 1:5,20,James,1,5
5944,Galatians 2:8,9,Galatians,2,8
7524,3 John 1:11,25,3 John,1,11
7177,James 3:3,20,James,3,3
5798,2 Corinthians 8:11,8,2 Corinthians,8,11
7544,Jude 1:16,26,Jude,1,16
6987,Hebrews 9:27,19,Hebrews,9,27
6629,1 Timothy 5:11,15,1 Timothy,5,11
1869,Luke 2:40,3,Luke,2,40
6328,Colossians 1:8,12,Colossians,1,8
6170,Ephesians 5:11,10,Ephesians,5,11
7802,Revelation 14:20,27,Revelation,14,20
7133,James 1:12,20,James,1,12
6958,Hebrews 8:11,19,Hebrews,8,11
7126,James 1:5,20,James,1,5
6165,Ephesians 5:6,10,Ephesians,5,6
7402,1 John 1:7,23,1 John,1,7
7405,1 John 1:10,23,1 John,1,10
7185,James 3:11,20,James,3,11
7505,2 John 1:5,24,2 John,1,5
2425,Luke 14:16,3,Luke,14,16
6925,Hebrews 7:6,19,Hebrews,7,6
3183,John 6:71,4,John,6,71
6760,Titus 1:13,17,Titus,1,13
5491,1 Corinthians 12:2,7,1 Corinthians,12,2
6036,Galatians 5:19,9,Galatians,5,19
7520,3 John 1:7,25,3 John,1,7
6709,2 Timothy 3:1,16,2 Timothy,3,1
7253,1 Peter 1:24,21,1 Peter,1,24
7539,Jude 1:11,26,Jude,1,11
706,Matthew 21:24,1,Matthew,21,24
7702,Revelation 9:6,27,Revelation,9,6
6384,Colossians 3:12,12,Colossians,3,12
7524,3 John 1:11,25,3 John,1,11
6678,2 Timothy 1:14,16,2 Timothy,1,14
1385,Mark 8:29,2,Mark,8,29
6517,2 Thessalonians 2:1,14,2 Thessalonians,2,1
6228,Philippians 1:12,11,Philippians,1,12
6662,1 Timothy 6:19,15,1 Timothy,6,19
7347,2 Peter 1:13,22,2 Peter,1,13
6606,1 Timothy 4:4,15,1 Timothy,4,4
6680,2 Timothy 1:16,16,2 Timothy,1,16
1306,Mark 6:43,2,Mark,6,43
256,Matthew 9:21,1,Matthew,9,21
7394,2 Peter 3:17,22,2 Peter,3,17
7142,James 1:21,20,James,1,21
139,Matthew 6:1,1,Matthew,6,1
7517,3 John 1:4,25,3 John,1,4
4823,Romans 2:6,6,Romans,2,6
6777,Titus 2:14,17,Titus,2,14
6467,1 Thessalonians 4:9,13,1 Thessalonians,4,9
6798,Philemon 1:5,18,Philemon,1,5
7349,2 Peter 1:15,22,2 Peter,1,15
6732,2 Timothy 4:7,16,2 Timothy,4,7
1523,Mark 11:27,2,Mark,11,27
219,Matthew 8:18,1,Matthew,8,18
6554,1 Timothy 1:3,15,1 Timothy,1,3
6554,1 Timothy 1:3,15,1 Timothy,1,3
7542,Jude 1:14,26,Jude,1,14
7490,1 John 5:11,23,1 John,5,11
7515,3 John 1:2,25,3 John,1,2
3503,John 13:18,4,John,13,18
6450,1 Thessalonians 3:5,13,1 Thessalonians,3,5
6700,2 Timothy 2:18,16,2 Timothy,2,18
6723,2 Timothy 3:15,16,2 Timothy,3,15
1514,Mark 11:18,2,Mark,11,18
6046,Galatians 6:3,9,Galatians,6,3
7126,James 1:5,20,James,1,5
7434,1 John 2:29,23,1 John,2,29
6722,2 Timothy 3:14,16,2 Timothy,3,14
7186,James 3:12,20,James,3,12
7519,3 John 1:6,25,3 John,1,6
7507,2 John 1:7,24,2 John,1,7
7491,1 John 5:12,23,1 John,5,12
7276,1 Peter 2:22,21,1 Peter,2,22
6451,1 Thessalonians 3:6,13,1 Thessalonians,3,6
6531,2 Thessalonians 2:15,14,2 Thessalonians,2,15
7220,James 5:11,20,James,5,11
7862,Revelation 18:13,27,Revelation,18,13
7885,Revelation 19:12,27,Revelation,19,12
7167,James 2:19,20,James,2,19
6817,Philemon 1:24,18,Philemon,1,24
5942,Galatians 2:6,9,Galatians,2,6
6414,Colossians 4:17,12,Colossians,4,17
6385,Colossians 3:13,12,Colossians,3,13
3916,Acts 5:2,5,Acts,5,2
6229,Philippians 1:13,11,Philippians,1,13
7195,James 4:3,20,James,4,3
4929,Romans 6:6,6,Romans,6,6
6352,Colossians 2:3,12,Colossians,2,3
7499,1 John 5:20,23,1 John,5,20
1357,Mark 8:1,2,Mark,8,1
1814,Luke 1:65,3,Luke,1,65
6630,1 Timothy 5:12,15,1 Timothy,5,12
5145,Romans 14:10,6,Romans,14,10
5693,2 Corinthians 2:14,8,2 Corinthians,2,14
5509,1 Corinthians 12:20,7,1 Corinthians,12,20
6000,Galatians 4:14,9,Galatians,4,14
4662,Acts 25:11,5,Acts,25,11
997,Matthew 27:12,1,Matthew,27,12
6515,2 Thessalonians 1:11,14,2 Thessalonians,1,11
2516,Luke 17:9,3,Luke,17,9
5015,Romans 9:5,6,Romans,9,5
7907,Revelation 20:13,27,Revelation,20,13
7202,James 4:10,20,James,4,10
5059,Romans 10:16,6,Romans,10,16
6880,Hebrews 4:11,19,Hebrews,4,11
6621,1 Timothy 5:3,15,1 Timothy,5,3
6202,Ephesians 6:10,10,Ephesians,6,10
5615,1 Corinthians 15:42,7,1 Corinthians,15,42
26,Matthew 2:1,1,Matthew,2,1
7509,2 John 1:9,24,2 John,1,9
6792,Titus 3:14,17,Titus,3,14
7177,James 3:3,20,James,3,3
7342,2 Peter 1:8,22,2 Peter,1,8
6633,1 Timothy 5:15,15,1 Timothy,5,15
1046,Matthew 27:61,1,Matthew,27,61
6518,2 Thessalonians 2:2,14,2 Thessalonians,2,2
4829,Romans 2:12,6,Romans,2,12
2693,Luke 21:11,3,Luke,21,11
7550,Jude 1:22,26,Jude,1,22
6082,Ephesians 1:21,10,Ephesians,1,21
5233,1 Corinthians 1:15,7,1 Corinthians,1,15
5941,Galatians 2:5,9,Galatians,2,5
2259,Luke 10:40,3,Luke,10,40
7369,2 Peter 2:14,22,2 Peter,2,14
6704,2 Timothy 2:22,16,2 Timothy,2,22
7371,2 Peter 2:16,22,2 Peter,2,16
7515,3 John 1:2,25,3 John,1,2
7024,Hebrews 10:36,19,Hebrews,10,36
5529,1 Corinthians 13:9,7,1 Corinthians,13,9
7348,2 Peter 1:14,22,2 Peter,1,14
2478,Luke 16:2,3,Luke,16,2
6295,Philippians 3:19,11,Philippians,3,19
7519,3 John 1:6,25,3 John,1,6
6112,Ephesians 3:6,10,Ephesians,3,6
7270,1 Peter 2:16,21,1 Peter,2,16
7357,2 Peter 2:2,22,2 Peter,2,2
7539,Jude 1:11,26,Jude,1,11
6671,2 Timothy 1:7,16,2 Timothy,1,7
6504,1 Thessalonians 5:28,13,1 Thessalonians,5,28
4963,Romans 7:17,6,Romans,7,17
3420,John 11:42,4,John,11,42
6467,1 Thessalonians 4:9,13,1 Thessalonians,4,9
6806,Philemon 1:13,18,Philemon,1,13
6300,Philippians 4:3,11,Philippians,4,3
4942,Romans 6:19,6,Romans,6,19
7514,3 John 1:1,25,3 John,1,1
6813,Philemon 1:20,18,Philemon,1,20
2618,Luke 19:31,3,Luke,19,31
7546,Jude 1:18,26,Jude,1,18
7516,3 John 1:3,25,3 John,1,3
7508,2 John 1:8,24,2 John,1,8
5418,1 Corinthians 9:23,7,1 Corinthians,9,23
6099,Ephesians 2:15,10,Ephesians,2,15
5948,Galatians 2:12,9,Galatians,2,12
5968,Galatians 3:11,9,Galatians,3,11
6576,1 Timothy 2:5,15,1 Timothy,2,5
6653,1 Timothy 6:10,15,1 Timothy,6,10
6925,Hebrews 7:6,19,Hebrews,7,6
4673,Acts 25:22,5,Acts,25,22
6422,1 Thessalonians 1:7,13,1 Thessalonians,1,7
7346,2 Peter 1:12,22,2 Peter,1,12
7698,Revelation 9:2,27,Revelation,9,2
7524,3 John 1:11,25,3 John,1,11
7177,James 3:3,20,James,3,3
931,Matthew 26:21,1,Matthew,26,21
1164,Mark 3:20,2,Mark,3,20
6513,2 Thessalonians 1:9,14,2 Thessalonians,1,9
6785,Titus 3:7,17,Titus,3,7
6813,Philemon 1:20,18,Philemon,1,20
1554,Mark 12:25,2,Mark,12,25
7177,James 3:3,20,James,3,3
6922,Hebrews 7:3,19,Hebrews,7,3
7515,3 John 1:2,25,3 John,1,2
6287,Philippians 3:11,11,Philippians,3,11
7365,2 Peter 2:10,22,2 Peter,2,10
5643,1 Corinthians 16:12,7,1 Corinthians,16,12
4923,Romans 5:21,6,Romans,5,21
7282,1 Peter 3:3,21,1 Peter,3,3
5739,2 Corinthians 5:7,8,2 Corinthians,5,7
7342,2 Peter 1:8,22,2 Peter,1,8
7508,2 John 1:8,24,2 John,1,8
520,Matthew 15:31,1,Matthew,15,31
5923,Galatians 1:11,9,Galatians,1,11
6762,Titus 1:15,17,Titus,1,15
6703,2 Timothy 2:21,16,2 Timothy,2,21
7267,1 Peter 2:13,21,1 Peter,2,13
5928,Galatians 1:16,9,Galatians,1,16
1404,Mark 9:10,2,Mark,9,10
7503,2 John 1:3,24,2 John,1,3
6872,Hebrews 4:3,19,Hebrews,4,3
5854,2 Corinthians 11:10,8,2 Corinthians,11,10
6157,Ephesians 4:30,10,Ephesians,4,30
7517,3 John 1:4,25,3 John,1,4
7549,Jude 1:21,26,Jude,1,21
7321,1 Peter 5:1,21,1 Peter,5,1
4848,Romans 3:2,6,Romans,3,2
6475,1 Thessalonians 4:17,13,1 Thessalonians,4,17
1719,Mark 15:37,2,Mark,15,37
7168,James 2:20,20,James,2,20
7333,1 Peter 5:13,21,1 Peter,5,13
1661,Mark 14:51,2,Mark,14,51
4912,Romans 5:10,6,Romans,5,10
5912,2 Corinthians 13:14,8,2 Corinthians,13,14
671,Matthew 20:23,1,Matthew,20,23
6255,Philippians 2:9,11,Philippians,2,9
6807,Philemon 1:14,18,Philemon,1,14
6754,Titus 1:7,17,Titus,1,7
7517,3 John 1:4,25,3 John,1,4
7528,3 John 1:15,25,3 John,1,15
6543,2 Thessalonians 3:10,14,2 Thessalonians,3,10
6590,1 Timothy 3:4,15,1 Timothy,3,4
5954,Galatians 2:18,9,Galatians,2,18
7365,2 Peter 2:10,22,2 Peter,2,10
5976,Galatians 3:19,9,Galatians,3,19
6763,Titus 1:16,17,Titus,1,16
7248,1 Peter 1:19,21,1 Peter,1,19
6512,2 Thessalonians 1:8,14,2 Thessalonians,1,8
4063,Acts 8:32,5,Acts,8,32
7526,3 John 1:13,25,3 John,1,13
499,Matthew 15:10,1,Matthew,15,10
5232,1 Corinthians 1:14,7,1 Corinthians,1,14
6662,1 Timothy 6:19,15,1 Timothy,6,19
2544,Luke 17:37,3,Luke,17,37
6466,1 Thessalonians 4:8,13,1 Thessalonians,4,8
6785,Titus 3:7,17,Titus,3,7
7118,Hebrews 13:22,19,Hebrews,13,22
6120,Ephesians 3:14,10,Ephesians,3,14
963,Matthew 26:53,1,Matthew,26,53
7509,2 John 1:9,24,2 John,1,9
7510,2 John 1:10,24,2 John,1,10
2275,Luke 11:14,3,Luke,11,14
5899,2 Corinthians 13:1,8,2 Corinthians,13,1
2212,Luke 9:55,3,Luke,9,55
6025,Galatians 5:8,9,Galatians,5,8
7550,Jude 1:22,26,Jude,1,22
7385,2 Peter 3:8,22,2 Peter,3,8
1139,Mark 2:23,2,Mark,2,23
5735,2 Corinthians 5:3,8,2 Corinthians,5,3
1358,Mark 8:2,2,Mark,8,2
6969,Hebrews 9:9,19,Hebrews,9,9
7390,2 Peter 3:13,22,2 Peter,3,13
7195,James 4:3,20,James,4,3
5963,Galatians 3:6,9,Galatians,3,6
7076,Hebrews 12:9,19,Hebrews,12,9
6775,Titus 2:12,17,Titus,2,12
636,Matthew 19:18,1,Matthew,19,18
6722,2 Timothy 3:14,16,2 Timothy,3,14
6258,Philippians 2:12,11,Philippians,2,12
542,Matthew 16:14,1,Matthew,16,14
7534,Jude 1:6,26,Jude,1,6
7368,2 Peter 2:13,22,2 Peter,2,13
7904,Revelation 20:10,27,Revelation,20,10
6648,1 Timothy 6:5,15,1 Timothy,6,5
6656,1 Timothy 6:13,15,1 Timothy,6,13
6370,Colossians 2:21,12,Colossians,2,21
6600,1 Timothy 3:14,15,1 Timothy,3,14
7539,Jude 1:11,26,Jude,1,11
2648,Luke 20:13,3,Luke,20,13
3905,Acts 4:28,5,Acts,4,28
3616,John 17:2,4,John,17,2
6066,Ephesians 1:5,10,Ephesians,1,5
7938,Revelation 22:2,27,Revelation,22,2
1847,Luke 2:18,3,Luke,2,18
4803,Romans 1:18,6,Romans,1,18
6207,Ephesians 6:15,10,Ephesians,6,15
6735,2 Timothy 4:10,16,2 Timothy,4,10
6811,Philemon 1:18,18,Philemon,1,18
6545,2 Thessalonians 3:12,14,2 Thessalonians,3,12
7408,1 John 2:3,23,1 John,2,3
6213,Ephesians 6:21,10,Ephesians,6,21
1022,Matthew 27:37,1,Matthew,27,37
7364,2 Peter 2:9,22,2 Peter,2,9
7510,2 John 1:10,24,2 John,1,10
2941,John 1:42,4,John,1,42
5271,1 Corinthians 3:6,7,1 Corinthians,3,6
7535,Jude 1:7,26,Jude,1,7
6314,Philippians 4:17,11,Philippians,4,17
5794,2 Corinthians 8:7,8,2 Corinthians,8,7
3034,John 4:23,4,John,4,23
3633,John 17:19,4,John,17,19
7512,2 John 1:12,24,2 John,1,12
7552,Jude 1:24,26,Jude,1,24
7199,James 4:7,20,James,4,7
3079,John 5:14,4,John,5,14
1388,Mark 8:32,2,Mark,8,32
7233,1 Peter 1:4,21,1 Peter,1,4
5913,Galatians 1:1,9,Galatians,1,1
7461,1 John 4:3,23,1 John,4,3
6511,2 Thessalonians 1:7,14,2 Thessalonians,1,7
41,Matthew 2:16,1,Matthew,2,16
5812,2 Corinthians 9:1,8,2 Corinthians,9,1
6575,1 Timothy 2:4,15,1 Timothy,2,4
6540,2 Thessalonians 3:7,14,2 Thessalonians,3,7
7539,Jude 1:11,26,Jude,1,11
6572,1 Timothy 2:1,15,1 Timothy,2,1
6248,Philippians 2:2,11,Philippians,2,2
7368,2 Peter 2:13,22,2 Peter,2,13
6740,2 Timothy 4:15,16,2 Timothy,4,15
6665,2 Timothy 1:1,16,2 Timothy,1,1
7687,Revelation 8:4,27,Revelation,8,4
6022,Galatians 5:5,9,Galatians,5,5
2427,Luke 14:18,3,Luke,14,18
4425,Acts 18:13,5,Acts,18,13
6691,2 Timothy 2:9,16,2 Timothy,2,9
5490,1 Corinthians 12:1,7,1 Corinthians,12,1
6896,Hebrews 5:11,19,Hebrews,5,11
265,Matthew 9:30,1,Matthew,9,30
717,Matthew 21:35,1,Matthew,21,35
7546,Jude 1:18,26,Jude,1,18
6227,Philippians 1:11,11,Philippians,1,11
7157,James 2:9,20,James,2,9
7506,2 John 1:6,24,2 John,1,6
6802,Philemon 1:9,18,Philemon,1,9
6379,Colossians 3:7,12,Colossians,3,7
1414,Mark 9:20,2,Mark,9,20
6131,Ephesians 4:4,10,Ephesians,4,4
7592,Revelation 2:19,27,Revelation,2,19
7423,1 John 2:18,23,1 John,2,18
4264,Acts 13:47,5,Acts,13,47
6951,Hebrews 8:4,19,Hebrews,8,4
7367,2 Peter 2:12,22,2 Peter,2,12
7513,2 John 1:13,24,2 John,1,13
7200,James 4:8,20,James,4,8
6580,1 Timothy 2:9,15,1 Timothy,2,9
6361,Colossians 2:12,12,Colossians,2,12
7532,Jude 1:4,26,Jude,1,4
1085,Mark 1:14,2,Mark,1,14
7526,3 John 1:13,25,3 John,1,13
6122,Ephesians 3:16,10,Ephesians,3,16
5917,Galatians 1:5,9,Galatians,1,5
7829,Revelation 16:19,27,Revelation,16,19
6148,Ephesians 4:21,10,Ephesians,4,21
7390,2 Peter 3:13,22,2 Peter,3,13
1189,Mark 4:10,2,Mark,4,10
7504,2 John 1:4,24,2 John,1,4
6929,Hebrews 7:10,19,Hebrews,7,10
7166,James 2:18,20,James,2,18
5484,1 Corinthians 11:29,7,1 Corinthians,11,29
7381,2 Peter 3:4,22,2 Peter,3,4
6559,1 Timothy 1:8,15,1 Timothy,1,8
6520,2 Thessalonians 2:4,14,2 Thessalonians,2,4
6527,2 Thessalonians 2:11,14,2 Thessalonians,2,11
7542,Jude 1:14,26,Jude,1,14
5313,1 Corinthians 5:4,7,1 Corinthians,5,4
5918,Galatians 1:6,9,Galatians,1,6
5859,2 Corinthians 11:15,8,2 Corinthians,11,15
7544,Jude 1:16,26,Jude,1,16
6531,2 Thessalonians 2:15,14,2 Thessalonians,2,15
7344,2 Peter 1:10,22,2 Peter,1,10
7603,Revelation 3:1,27,Revelation,3,1
6895,Hebrews 5:10,19,Hebrews,5,10
1463,Mark 10:19,2,Mark,10,19
6624,1 Timothy 5:6,15,1 Timothy,5,6
5637,1 Corinthians 16:6,7,1 Corinthians,16,6
6325,Colossians 1:5,12,Colossians,1,5
7546,Jude 1:18,26,Jude,1,18
6758,Titus 1:11,17,Titus,1,11
6116,Ephesians 3:10,10,Ephesians,3,10
7161,James 2:13,20,James,2,13
7373,2 Peter 2:18,22,2 Peter,2,18
3886,Acts 4:9,5,Acts,4,9
7264,1 Peter 2:10,21,1 Peter,2,10
3637,John 17:23,4,John,17,23
6178,Ephesians 5:19,10,Ephesians,5,19
520,Matthew 15:31,1,Matthew,15,31
1129,Mark 2:13,2,Mark,2,13
2018,Luke 6:16,3,Luke,6,16
6801,Philemon 1:8,18,Philemon,1,8
7867,Revelation 18:18,27,Revelation,18,18
1131,Mark 2:15,2,Mark,2,15
6416,1 Thessalonians 1:1,13,1 Thessalonians,1,1
1317,Mark 6:54,2,Mark,6,54
7333,1 Peter 5:13,21,1 Peter,5,13
6172,Ephesians 5:13,10,Ephesians,5,13
6749,Titus 1:2,17,Titus,1,2
4621,Acts 23:32,5,Acts,23,32
7480,1 John 5:1,23,1 John,5,1
7142,James 1:21,20,James,1,21
7527,3 John 1:14,25,3 John,1,14
6465,1 Thessalonians 4:7,13,1 Thessalonians,4,7
7508,2 John 1:8,24,2 John,1,8
6176,Ephesians 5:17,10,Ephesians,5,17
5286,1 Corinthians 3:21,7,1 Corinthians,3,21
7553,Jude 1:25,26,Jude,1,25
6818,Philemon 1:25,18,Philemon,1,25
3461,John 12:26,4,John,12,26
1578,Mark 13:5,2,Mark,13,5
6161,Ephesians 5:2,10,Ephesians,5,2
7916,Revelation 21:7,27,Revelation,21,7
7221,James 5:12,20,James,5,12
6509,2 Thessalonians 1:5,14,2 Thessalonians,1,5
4948,Romans 7:2,6,Romans,7,2
6663,1 Timothy 6:20,15,1 Timothy,6,20
4437,Acts 18:25,5,Acts,18,25
5141,Romans 14:6,6,Romans,14,6
